order_id,Market
75803,Pacific Asia
75802,Pacific Asia
75801,Pacific Asia
75800,Pacific Asia
75799,Pacific Asia
75798,Pacific Asia
75797,Pacific Asia
5895,LATAM
3130,LATAM
49521,Pacific Asia
30305,Pacific Asia
50054,Pacific Asia
27772,Pacific Asia
47752,Pacific Asia
31296,Pacific Asia
22076,Pacific Asia
25665,Pacific Asia
31296,Pacific Asia
22819,Pacific Asia
27099,Pacific Asia
28292,Pacific Asia
39159,USCA
32090,USCA
34631,USCA
37669,USCA
37669,USCA
34773,USCA
40085,USCA
47262,Africa
44771,Africa
13890,Europe
17071,Europe
11321,Europe
64813,Europe
17162,Europe
12827,Europe
11936,Europe
68337,Europe
45746,Europe
64813,Europe
13736,Europe
49622,Europe
19444,Europe
63936,Europe
49622,Europe
51911,LATAM
58239,LATAM
56678,LATAM
53202,LATAM
58738,LATAM
56260,LATAM
5042,LATAM
53202,LATAM
55511,LATAM
54128,LATAM
21244,Pacific Asia
47752,Pacific Asia
31239,Pacific Asia
45772,Pacific Asia
24661,Pacific Asia
50054,Pacific Asia
22924,Pacific Asia
21902,Pacific Asia
21534,Pacific Asia
45461,Pacific Asia
24160,Pacific Asia
39159,USCA
32102,USCA
37763,USCA
37867,USCA
31905,USCA
36269,USCA
37867,USCA
40085,USCA
40085,USCA
48374,Africa
48434,Africa
17719,Europe
15766,Europe
12179,Europe
66275,Europe
13140,Europe
16444,Europe
15766,Europe
65030,Europe
14454,Europe
13736,Europe
67979,Europe
65030,Europe
66275,Europe
65264,Europe
11936,Europe
13890,Europe
51226,Europe
52576,LATAM
53202,LATAM
67753,Europe
15421,Europe
13225,Europe
71362,Europe
13232,Europe
67753,Europe
68879,Europe
65487,Europe
65105,Europe
14837,Europe
46224,Europe
71217,Europe
63972,Europe
19200,Europe
18009,Europe
10831,Europe
68107,Europe
15421,Europe
71271,Europe
68879,Europe
65487,Europe
16953,Europe
49664,Europe
16446,Europe
10831,Europe
14960,Europe
18005,Europe
10831,Europe
12804,Europe
14651,Europe
10990,Europe
65609,Europe
17878,Europe
16998,Europe
13970,Europe
10990,Europe
13614,Europe
44388,Europe
13050,Europe
12613,Europe
66587,Europe
62795,Europe
18950,Europe
19610,Europe
65011,Europe
19380,Europe
65005,Europe
20085,Europe
18245,Europe
17810,Europe
19817,Europe
10444,Europe
64637,Europe
15269,Europe
14064,Europe
14551,Europe
12698,Europe
47758,Europe
68220,Europe
14730,Europe
66411,Europe
12535,Europe
67712,Europe
18593,Europe
17909,Europe
16302,Europe
14730,Europe
13343,Europe
62117,Europe
62637,Europe
67845,Europe
67712,Europe
11209,Europe
41494,Europe
18593,Europe
13343,Europe
62637,Europe
70044,Europe
67753,Europe
16617,Europe
14574,Europe
12698,Europe
15599,Europe
13343,Europe
20072,Europe
12323,Europe
71295,Europe
66351,Europe
12698,Europe
44148,Europe
53540,LATAM
53069,LATAM
57570,LATAM
5154,LATAM
9122,LATAM
4427,LATAM
9340,LATAM
9331,LATAM
58315,LATAM
54572,LATAM
51746,LATAM
4269,LATAM
61346,LATAM
1999,LATAM
53576,LATAM
57152,LATAM
51674,LATAM
55336,LATAM
53810,LATAM
59301,LATAM
8410,LATAM
8123,LATAM
60567,LATAM
2203,LATAM
3527,LATAM
2428,LATAM
55174,LATAM
57032,LATAM
10113,LATAM
52250,LATAM
8906,LATAM
1386,LATAM
59226,LATAM
8847,LATAM
57929,LATAM
53505,LATAM
55636,LATAM
57128,LATAM
8728,LATAM
1105,LATAM
1797,LATAM
1634,LATAM
53576,LATAM
10113,LATAM
6176,LATAM
60460,LATAM
580,LATAM
56244,LATAM
6522,LATAM
58298,LATAM
3625,LATAM
52321,LATAM
58896,LATAM
5919,LATAM
52772,LATAM
9063,LATAM
61419,LATAM
5919,LATAM
27742,Pacific Asia
24453,Pacific Asia
31145,Pacific Asia
30802,Pacific Asia
25875,Pacific Asia
30589,Pacific Asia
20931,Pacific Asia
45646,Pacific Asia
29731,Pacific Asia
42777,Pacific Asia
23886,Pacific Asia
43561,Pacific Asia
47846,Pacific Asia
21192,Pacific Asia
23156,Pacific Asia
22811,Pacific Asia
25418,Pacific Asia
47092,Pacific Asia
42658,Pacific Asia
23494,Pacific Asia
27316,Pacific Asia
20931,Pacific Asia
27555,Pacific Asia
28657,Pacific Asia
47011,Pacific Asia
47846,Pacific Asia
21973,Pacific Asia
50226,Pacific Asia
44617,Pacific Asia
21196,Pacific Asia
21193,Pacific Asia
26073,Pacific Asia
44425,Africa
49570,Africa
42099,Africa
47731,Africa
46062,Africa
44938,Africa
50688,Africa
49445,Africa
47938,Africa
45249,Africa
41874,Africa
41572,Africa
46062,Africa
41785,Africa
42971,Africa
44677,Africa
43266,Africa
50688,Africa
47917,Africa
48901,Africa
44265,Africa
41590,Africa
45987,Africa
44452,Africa
49218,Africa
47840,Africa
47493,Africa
45987,Africa
41590,Africa
64274,Europe
13298,Europe
62786,Europe
13939,Europe
46864,Europe
16590,Europe
62840,Europe
66959,Europe
63220,Europe
19642,Europe
65439,Europe
62840,Europe
17363,Europe
13298,Europe
18237,Europe
66958,Europe
66764,Europe
66764,Europe
48193,Europe
15231,Europe
10451,Europe
10459,Europe
64222,Europe
63907,Europe
19178,Europe
67046,Europe
65312,Europe
16436,Europe
11822,Europe
19528,Europe
49763,Europe
16013,Europe
17347,Europe
19496,Europe
62789,Europe
11674,Europe
67866,Europe
13599,Europe
10384,Europe
63115,Europe
63516,Europe
62086,Europe
62817,Europe
10856,Europe
14685,Europe
66229,Europe
14924,Europe
49839,Europe
12393,Europe
65898,Europe
64599,Europe
65370,Europe
19732,Europe
67549,Europe
67549,Europe
67866,Europe
67275,Europe
46863,Europe
62306,Europe
10451,Europe
18213,Europe
16863,Europe
24764,Pacific Asia
21522,Pacific Asia
26670,Pacific Asia
21971,Pacific Asia
76849,Pacific Asia
27357,Pacific Asia
29283,Pacific Asia
30724,Pacific Asia
74454,Pacific Asia
24558,Pacific Asia
24230,Pacific Asia
26821,Pacific Asia
23211,Pacific Asia
21868,Pacific Asia
47009,Pacific Asia
42271,Pacific Asia
50628,Pacific Asia
24764,Pacific Asia
21907,Pacific Asia
72442,Pacific Asia
27357,Pacific Asia
21966,Pacific Asia
31169,Pacific Asia
21906,Pacific Asia
72460,Pacific Asia
26861,Pacific Asia
76992,Pacific Asia
22792,Pacific Asia
24438,Pacific Asia
27957,Pacific Asia
26821,Pacific Asia
21868,Pacific Asia
47899,Pacific Asia
27918,Pacific Asia
22900,Pacific Asia
30997,Pacific Asia
26183,Pacific Asia
24314,Pacific Asia
21267,Pacific Asia
31169,Pacific Asia
30712,Pacific Asia
27207,Pacific Asia
76847,Pacific Asia
21906,Pacific Asia
21407,Pacific Asia
25050,Pacific Asia
24438,Pacific Asia
23807,Pacific Asia
21349,Pacific Asia
22224,Pacific Asia
49806,Pacific Asia
47044,Pacific Asia
41676,Pacific Asia
49598,Pacific Asia
42130,Pacific Asia
26036,Pacific Asia
29746,Pacific Asia
27457,Pacific Asia
21309,Pacific Asia
23267,Pacific Asia
23706,Pacific Asia
27729,Pacific Asia
30519,Pacific Asia
21267,Pacific Asia
30658,Pacific Asia
30323,Pacific Asia
30712,Pacific Asia
30044,Pacific Asia
74194,Pacific Asia
72458,Pacific Asia
25050,Pacific Asia
74451,Pacific Asia
22297,Pacific Asia
24552,Pacific Asia
44706,Pacific Asia
48950,Pacific Asia
47600,Pacific Asia
47044,Pacific Asia
43257,Pacific Asia
49888,Pacific Asia
42130,Pacific Asia
24752,Pacific Asia
24548,Pacific Asia
73906,Pacific Asia
27729,Pacific Asia
28355,Pacific Asia
23456,Pacific Asia
74193,Pacific Asia
50466,Pacific Asia
50377,Pacific Asia
61855,Europe
67415,Europe
66794,Europe
17467,Europe
16419,Europe
65249,Europe
17449,Europe
63803,Europe
16969,Europe
16369,Europe
66702,Europe
10584,Europe
17368,Europe
20291,Europe
14384,Europe
64066,Europe
67292,Europe
65855,Europe
64531,Europe
19168,Europe
16299,Europe
17228,Europe
68289,Europe
47509,Europe
17211,Europe
64894,Europe
67818,Europe
16218,Europe
11391,Europe
17386,Europe
11968,Europe
46305,Europe
16218,Europe
19973,Europe
15787,Europe
11378,Europe
62260,Europe
11083,Europe
65174,Europe
44442,Europe
42783,Europe
64677,Europe
66219,Europe
44816,Europe
47002,Europe
10502,Europe
63843,Europe
62237,Europe
13907,Europe
63576,Europe
18448,Europe
17524,Europe
19333,Europe
64150,Europe
64920,Europe
16378,Europe
67331,Europe
67037,Europe
63349,Europe
19309,Europe
49936,Europe
11749,Europe
49936,Europe
16767,Europe
61664,Europe
63512,Europe
17726,Europe
12540,Europe
14100,Europe
16098,Europe
14660,Europe
41718,Europe
64500,Europe
10586,Europe
45291,Europe
15459,Europe
16093,Europe
10584,Europe
61596,Europe
68374,Europe
50588,Europe
42087,Europe
13528,Europe
18135,Europe
15199,Europe
68369,Europe
46859,Europe
63992,Europe
16969,Europe
18120,Europe
14544,Europe
13991,Europe
906,LATAM
5479,LATAM
51396,LATAM
10116,LATAM
1756,LATAM
10014,LATAM
1991,LATAM
52533,LATAM
52533,LATAM
2332,LATAM
10276,LATAM
2911,LATAM
53568,LATAM
53568,LATAM
25688,Pacific Asia
48954,Pacific Asia
25688,Pacific Asia
47743,Pacific Asia
45339,Pacific Asia
43521,Pacific Asia
22468,Pacific Asia
29880,Pacific Asia
21197,Pacific Asia
22261,Pacific Asia
24853,Pacific Asia
23585,Pacific Asia
30963,Pacific Asia
24118,Pacific Asia
42287,Pacific Asia
21197,Pacific Asia
21697,Pacific Asia
21691,Pacific Asia
23878,Pacific Asia
30214,Pacific Asia
29871,Pacific Asia
22261,Pacific Asia
20594,Pacific Asia
29107,Pacific Asia
21698,Pacific Asia
20918,Pacific Asia
29959,Pacific Asia
45126,Pacific Asia
26871,Pacific Asia
23751,Pacific Asia
22612,Pacific Asia
29862,Pacific Asia
20755,Pacific Asia
30267,Pacific Asia
31211,Pacific Asia
27007,Pacific Asia
46073,Pacific Asia
27007,Pacific Asia
20755,Pacific Asia
24118,Pacific Asia
21691,Pacific Asia
26510,Pacific Asia
43468,Pacific Asia
43468,Pacific Asia
31000,Pacific Asia
22988,Pacific Asia
29993,Pacific Asia
28568,Pacific Asia
31000,Pacific Asia
20773,Pacific Asia
43640,Pacific Asia
23967,Pacific Asia
21016,Pacific Asia
27005,Pacific Asia
25606,Pacific Asia
30335,Pacific Asia
29270,Pacific Asia
31269,Pacific Asia
24820,Pacific Asia
25847,Pacific Asia
42154,Pacific Asia
45036,Pacific Asia
45863,Pacific Asia
20929,Pacific Asia
23464,Pacific Asia
44316,Pacific Asia
27647,Pacific Asia
24878,Pacific Asia
42152,Pacific Asia
46401,Pacific Asia
20929,Pacific Asia
48844,Pacific Asia
22481,Pacific Asia
30713,Pacific Asia
31018,Pacific Asia
27005,Pacific Asia
75796,Pacific Asia
75795,Pacific Asia
75794,Pacific Asia
75793,Pacific Asia
75792,Pacific Asia
75791,Pacific Asia
75790,Pacific Asia
75789,Pacific Asia
75788,Pacific Asia
75787,Pacific Asia
75786,Pacific Asia
75785,Pacific Asia
75784,Pacific Asia
75783,Pacific Asia
75782,Pacific Asia
75781,Pacific Asia
75780,Pacific Asia
75779,Pacific Asia
75778,Pacific Asia
75777,Pacific Asia
75776,Pacific Asia
75775,Pacific Asia
75774,Pacific Asia
75773,Pacific Asia
75772,Pacific Asia
75771,Pacific Asia
75770,Pacific Asia
75769,Pacific Asia
75768,Pacific Asia
75767,Pacific Asia
75766,Pacific Asia
75765,Pacific Asia
75764,Pacific Asia
75763,Pacific Asia
75762,Pacific Asia
75761,Pacific Asia
75760,Pacific Asia
75759,Pacific Asia
75758,Pacific Asia
75757,Pacific Asia
75756,Pacific Asia
75755,Pacific Asia
75754,Pacific Asia
75753,Pacific Asia
75752,Pacific Asia
75751,Pacific Asia
75750,Pacific Asia
75749,Pacific Asia
75748,Pacific Asia
75747,Pacific Asia
75746,Pacific Asia
75745,Pacific Asia
75744,Pacific Asia
75743,Pacific Asia
75742,Pacific Asia
75741,Pacific Asia
75740,Pacific Asia
75739,Pacific Asia
75738,Pacific Asia
75737,Pacific Asia
75736,Pacific Asia
75735,Pacific Asia
75734,Pacific Asia
75733,Pacific Asia
75732,Pacific Asia
75731,Pacific Asia
75730,Pacific Asia
75729,Pacific Asia
73221,Pacific Asia
73220,Pacific Asia
73219,Pacific Asia
73218,Pacific Asia
73217,Pacific Asia
73216,Pacific Asia
73215,Pacific Asia
73214,Pacific Asia
73213,Pacific Asia
73212,Pacific Asia
73211,Pacific Asia
73210,Pacific Asia
73209,Pacific Asia
73208,Pacific Asia
73207,Pacific Asia
73206,Pacific Asia
73205,Pacific Asia
73204,Pacific Asia
73203,Pacific Asia
73202,Pacific Asia
73201,Pacific Asia
73200,Pacific Asia
73199,Pacific Asia
73198,Pacific Asia
73197,Pacific Asia
73196,Pacific Asia
73195,Pacific Asia
73194,Pacific Asia
73193,Pacific Asia
73192,Pacific Asia
73191,Pacific Asia
73190,Pacific Asia
73189,Pacific Asia
73188,Pacific Asia
73187,Pacific Asia
73186,Pacific Asia
73185,Pacific Asia
73184,Pacific Asia
73183,Pacific Asia
73182,Pacific Asia
73181,Pacific Asia
73180,Pacific Asia
73179,Pacific Asia
73178,Pacific Asia
73177,Pacific Asia
73176,Pacific Asia
73175,Pacific Asia
73174,Pacific Asia
73173,Pacific Asia
73172,Pacific Asia
73171,Pacific Asia
73170,Pacific Asia
73169,Pacific Asia
73168,Pacific Asia
73167,Pacific Asia
73166,Pacific Asia
73165,Pacific Asia
73164,Pacific Asia
73163,Pacific Asia
73162,Pacific Asia
73161,Pacific Asia
73160,Pacific Asia
73159,Pacific Asia
73158,Pacific Asia
73157,Pacific Asia
73156,Pacific Asia
73155,Pacific Asia
73154,Pacific Asia
73153,Pacific Asia
73152,Pacific Asia
73151,Pacific Asia
73150,Pacific Asia
73149,Pacific Asia
73148,Pacific Asia
73147,Pacific Asia
73146,Pacific Asia
73145,Pacific Asia
73144,Pacific Asia
73143,Pacific Asia
73142,Pacific Asia
73141,Pacific Asia
73140,Pacific Asia
73139,Pacific Asia
73138,Pacific Asia
73137,Pacific Asia
73136,Pacific Asia
73135,Pacific Asia
73134,Pacific Asia
73133,Pacific Asia
73132,Pacific Asia
73131,Pacific Asia
73130,Pacific Asia
73129,Pacific Asia
73128,Pacific Asia
73127,Pacific Asia
73126,Pacific Asia
73125,Pacific Asia
73124,Pacific Asia
73123,Pacific Asia
73122,Pacific Asia
73121,Pacific Asia
73120,Pacific Asia
73119,Pacific Asia
73118,Pacific Asia
73117,Pacific Asia
73116,Pacific Asia
73115,Pacific Asia
73114,Pacific Asia
73113,Pacific Asia
73112,Pacific Asia
73111,Pacific Asia
73110,Pacific Asia
73109,Pacific Asia
73108,Pacific Asia
73107,Pacific Asia
73106,Pacific Asia
73105,Pacific Asia
73104,Pacific Asia
73103,Pacific Asia
73102,Pacific Asia
73101,Pacific Asia
73100,Pacific Asia
73099,Pacific Asia
73098,Pacific Asia
73097,Pacific Asia
6783,LATAM
4135,LATAM
4135,LATAM
56973,LATAM
5895,LATAM
56357,LATAM
6326,LATAM
3975,LATAM
8163,LATAM
53413,LATAM
53202,LATAM
3987,LATAM
8578,LATAM
55906,LATAM
10164,LATAM
58239,LATAM
3975,LATAM
54128,LATAM
54128,LATAM
5042,LATAM
51298,LATAM
31115,Pacific Asia
27099,Pacific Asia
22924,Pacific Asia
45772,Pacific Asia
31239,Pacific Asia
28193,Pacific Asia
30921,Pacific Asia
20529,Pacific Asia
24661,Pacific Asia
24661,Pacific Asia
31697,USCA
37276,USCA
37180,USCA
40645,USCA
34631,USCA
31905,USCA
46951,Africa
46725,Africa
45198,Africa
45418,Africa
45198,Africa
42920,Africa
44485,Africa
50213,Africa
48622,Africa
49172,Africa
46907,Africa
44485,Africa
44027,Africa
43976,Africa
41404,Africa
46725,Africa
41442,Africa
41640,Africa
50000,Africa
47908,Africa
44485,Africa
41322,Africa
50419,Africa
50364,Africa
42920,Africa
47908,Africa
46907,Africa
42712,Africa
51110,Africa
41404,Africa
44485,Africa
45418,Africa
45418,Africa
70617,Europe
64559,Europe
64559,Europe
64775,Europe
67147,Europe
11338,Europe
11338,Europe
69160,Europe
69830,Europe
71131,Europe
69559,Europe
69685,Europe
69683,Europe
69841,Europe
70978,Europe
69478,Europe
69711,Europe
70746,Europe
69476,Europe
69943,Europe
69817,Europe
69655,Europe
70744,Europe
67718,Europe
62545,Europe
65704,Europe
46064,Europe
10764,Europe
67322,Europe
17506,Europe
63190,Europe
20152,Europe
62545,Europe
16499,Europe
44721,Europe
17755,Europe
17055,Europe
68546,Europe
70380,Europe
71164,Europe
19035,Europe
17829,Europe
70433,Europe
20250,Europe
61940,Europe
12300,Europe
18901,Europe
12218,Europe
67322,Europe
16499,Europe
42821,Europe
20250,Europe
17415,Europe
17119,Europe
12300,Europe
12108,Europe
17889,Europe
16499,Europe
63120,Europe
12845,Europe
12778,Europe
12108,Europe
15437,Europe
63758,Europe
16111,Europe
63120,Europe
13263,Europe
63320,Europe
12778,Europe
68645,Europe
17766,Europe
16111,Europe
11655,Europe
45390,Europe
11494,Europe
71195,Europe
65866,Europe
20106,Europe
64053,Europe
70086,Europe
13058,Europe
67628,Europe
67082,Europe
11643,Europe
62971,Europe
67082,Europe
61940,Europe
64053,Europe
17755,Europe
11643,Europe
10764,Europe
64053,Europe
15835,Europe
68645,Europe
18133,Europe
19618,Europe
17506,Europe
10595,Europe
48098,Europe
71189,Europe
62342,Europe
16081,Europe
16864,Europe
19497,Europe
12354,Europe
47369,Europe
46064,Europe
16864,Europe
18235,Europe
66035,Europe
43032,Europe
17582,Europe
62603,Europe
15746,Europe
63094,Europe
11681,Europe
66035,Europe
70149,Europe
70437,Europe
67158,Europe
19550,Europe
16966,Europe
10580,Europe
16228,Europe
14250,Europe
70112,Europe
63398,Europe
70058,Europe
19550,Europe
66289,Europe
62845,Europe
65487,Europe
63660,Europe
19665,Europe
13614,Europe
47321,Europe
20234,Europe
65109,Europe
63303,Europe
19583,Europe
10317,Europe
66766,Europe
11038,Europe
67968,Europe
18950,Europe
17465,Europe
11427,Europe
12415,Europe
62795,Europe
19213,Europe
18156,Europe
47758,Europe
12828,Europe
67034,Europe
67786,Europe
16617,Europe
64705,Europe
66758,Europe
18950,Europe
15751,Europe
17878,Europe
18593,Europe
11251,Europe
67845,Europe
12224,Europe
44388,Europe
19665,Europe
18009,Europe
62117,Europe
19555,Europe
18692,Europe
10580,Europe
14250,Europe
19213,Europe
64362,Europe
17770,Europe
14651,Europe
68220,Europe
18009,Europe
17909,Europe
14651,Europe
13343,Europe
15845,Europe
63303,Europe
14651,Europe
16966,Europe
14965,Europe
48141,Europe
47758,Europe
17810,Europe
18857,Europe
16953,Europe
16966,Europe
14960,Europe
17582,Europe
10961,Europe
14960,Europe
17582,Europe
18156,Europe
17877,Europe
20246,Europe
15421,Europe
10444,Europe
15884,Europe
67786,Europe
15599,Europe
20072,Europe
18343,Europe
18387,Europe
16998,Europe
14730,Europe
65105,Europe
62193,Europe
15673,Europe
19610,Europe
64292,Europe
20234,Europe
11513,Europe
11076,Europe
49507,Europe
19610,Europe
14651,Europe
11076,Europe
49507,Europe
63107,Europe
20072,Europe
19550,Europe
14193,Europe
69057,Europe
68996,Europe
68977,Europe
69170,Europe
71517,Europe
71533,Europe
71515,Europe
71473,Europe
71471,Europe
69285,Europe
69302,Europe
71450,Europe
71038,Europe
70795,Europe
12264,Europe
61983,Europe
16555,Europe
19840,Europe
62003,Europe
19544,Europe
71215,Europe
19885,Europe
19126,Europe
15749,Europe
61983,Europe
17999,Europe
64163,Europe
15784,Europe
61647,Europe
12867,Europe
70279,Europe
18736,Europe
