product_name,category,department,Product Price,product_image,view_count,unique_users,peak_month,peak_hour
elevation training mask 2.0,soccer,Fitness,79.98999786,http://images.acmesports.sports/Elevation+Training+Mask+2.0,0.0,0.0,,
adidas men's germany black crest away tee,girls' apparel,Golf,25.0,http://images.acmesports.sports/adidas+Men%27s+Germany+Black+Crest+Away+Tee,8099.0,1944.0,Sep,21.0
team golf pittsburgh steelers putter grip,accessories,Outdoors,24.98999977,http://images.acmesports.sports/Team+Golf+Pittsburgh+Steelers+Putter+Grip,1192.0,577.0,Sep,6.0
glove it urban brick golf towel,trade-in,Outdoors,15.98999977,http://images.acmesports.sports/Glove+It+Urban+Brick+Golf+Towel,2345.0,951.0,Sep,20.0
team golf texas longhorns putter grip,accessories,Outdoors,24.98999977,http://images.acmesports.sports/Team+Golf+Texas+Longhorns+Putter+Grip,1431.0,656.0,Sep,23.0
nike men's deutschland weltmeister winners bl,girls' apparel,Golf,30.0,http://images.acmesports.sports/Nike+Men%27s+Deutschland+Weltmeister+Winners+Black+T-Shirt,0.0,0.0,,
team golf st. louis cardinals putter grip,accessories,Outdoors,24.98999977,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,1382.0,633.0,Sep,22.0
summer dresses,women's clothing,Apparel,215.8200073,http://images.acmesports.sports/Summer+dresses,0.0,0.0,,
porcelain crafts,crafts,Apparel,461.480011,http://images.acmesports.sports/Porcelain+crafts,0.0,0.0,,
men's gala suit,men's clothing,Apparel,210.8500061,http://images.acmesports.sports/Men+gala+suit,0.0,0.0,,
team golf tennessee volunteers putter grip,accessories,Outdoors,24.98999977,http://images.acmesports.sports/Team+Golf+Tennessee+Volunteers+Putter+Grip,1583.0,718.0,Sep,7.0
team golf san francisco giants putter grip,accessories,Outdoors,24.98999977,http://images.acmesports.sports/Team+Golf+San+Francisco+Giants+Putter+Grip,0.0,0.0,,
glove it imperial golf towel,trade-in,Outdoors,15.98999977,http://images.acmesports.sports/Glove+It+Imperial+Golf+Towel,2639.0,1063.0,Sep,21.0
nike men's comfort 2 slide,tennis & racquet,Fitness,44.99000168,http://images.acmesports.sports/Nike+Men%27s+Comfort+2+Slide,13275.0,2318.0,Sep,20.0
under armour hustle storm medium duffle bag,fitness accessories,Footwear,34.99000168,http://images.acmesports.sports/Under+Armour+Hustle+Storm+Medium+Duffle+Bag,13752.0,2324.0,Sep,22.0
under armour kids' mercenary slide,electronics,Footwear,27.98999977,http://images.acmesports.sports/Under+Armour+Kids%27+Mercenary+Slide,4998.0,1536.0,Sep,19.0
under armour women's ignite pip vi slide,electronics,Footwear,31.98999977,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+PIP+VI+Slide,0.0,0.0,,
nike men's free tr 5.0 tb training shoe,as seen on  tv!,Footwear,99.98999786,http://images.acmesports.sports/Nike+Men%27s+Free+TR+5.0+TB+Training+Shoe,13448.0,2304.0,Sep,21.0
adidas youth germany black/red away match soc,girls' apparel,Golf,70.0,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,8626.0,1985.0,Sep,20.0
tyr boys' team digi jammer,girls' apparel,Golf,39.99000168,http://images.acmesports.sports/TYR+Boys%27+Team+Digi+Jammer,7856.0,1929.0,Sep,23.0
glove it women's imperial golf glove,golf balls,Outdoors,19.98999977,http://images.acmesports.sports/Glove+It+Women%27s+Imperial+Golf+Glove,1777.0,757.0,Sep,20.0
titleist pro v1x high numbers golf balls,electronics,Outdoors,47.99000168,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Golf+Balls,1191.0,574.0,Sep,23.0
bridgestone e6 straight distance nfl carolina,electronics,Outdoors,31.98999977,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Carolina+Panthers+Golf...,1180.0,550.0,Sep,22.0
under armour women's ignite slide,electronics,Footwear,31.98999977,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+Slide,4101.0,1375.0,Sep,20.0
titleist pro v1x high numbers personalized go,electronics,Outdoors,51.99000168,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Personalized+Golf+Balls,1048.0,499.0,Sep,23.0
gopro hero3+ black edition camera,strength training,Footwear,399.9899902,http://images.acmesports.sports/GoPro+HERO3%2B+Black+Edition+Camera,0.0,0.0,,
total gym 1400,cleats,Apparel,299.9899902,http://images.acmesports.sports/Total+Gym+1400,0.0,0.0,,
children's heaters,children's clothing,Apparel,357.1000061,http://images.acmesports.sports/Children+heaters,0.0,0.0,,
team golf new england patriots putter grip,accessories,Outdoors,24.98999977,http://images.acmesports.sports/Team+Golf+New+England+Patriots+Putter+Grip,1691.0,747.0,Sep,22.0
adidas kids' f5 messi fg soccer cleat,baseball & softball,Fitness,34.99000168,http://images.acmesports.sports/adidas+Kids%27+F5+Messi+FG+Soccer+Cleat,6126.0,1704.0,Sep,20.0
nike women's tempo shorts,cardio equipment,Footwear,30.0,http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts,0.0,0.0,,
glove it women's mod oval golf glove,golf balls,Outdoors,19.98999977,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+Golf+Glove,1683.0,759.0,Sep,21.0
titleist pro v1 high numbers personalized gol,electronics,Outdoors,51.99000168,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,0.0,0.0,,
under armour men's tech ii t-shirt,lacrosse,Fitness,24.98999977,http://images.acmesports.sports/Under+Armour+Men%27s+Tech+II+T-Shirt,12676.0,2252.0,Sep,20.0
baby sweater,baby,Apparel,59.08000183,http://images.acmesports.sports/Baby+sweater,0.0,0.0,,
mio alpha heart rate monitor/sport watch,kids' golf clubs,Outdoors,199.0,http://images.acmesports.sports/Mio+ALPHA+Heart+Rate+Monitor%2FSport+Watch,1045.0,521.0,Sep,19.0
field & stream sportsman 16 gun fire safe,fishing,Fan Shop,399.980011,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,15178.0,2405.0,Sep,23.0
sports books,books,Book Shop,31.07999992,http://images.acmesports.sports/Sports+Books,0.0,0.0,,
diamondback boys' insight 24 performance hybr,basketball,Fitness,299.9899902,http://images.acmesports.sports/Diamondback+Boys%27+Insight+24+Performance+Hybrid+Bike+2014,6668.0,1769.0,Sep,21.0
polar loop activity tracker,kids' golf clubs,Outdoors,109.9499969,http://images.acmesports.sports/Polar+Loop+Activity+Tracker,930.0,469.0,Sep,21.0
garmin forerunner 910xt gps watch,kids' golf clubs,Outdoors,399.9899902,http://images.acmesports.sports/Garmin+Forerunner+910XT+GPS+Watch,877.0,430.0,Sep,14.0
dvds,dvds,Discs Shop,164.3800049,http://images.acmesports.sports/DVDs,0.0,0.0,,
cds of rock,cds,Discs Shop,11.28999996,http://images.acmesports.sports/CDs+of+rock,0.0,0.0,,
nike kids' grade school kd vi basketball shoe,lacrosse,Fitness,99.98999786,http://images.acmesports.sports/Nike+Kids%27+Grade+School+KD+VI+Basketball+Shoe,0.0,0.0,,
nike women's free 5.0 tr fit prt 4 training s,boxing & mma,Footwear,94.98999786,http://images.acmesports.sports/Nike+Women%27s+Free+5.0+TR+FIT+PRT+4+Training+Shoe,6327.0,1779.0,Sep,19.0
hirzl women's soffft flex golf glove,golf balls,Outdoors,17.98999977,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,1914.0,795.0,Sep,20.0
the north face women's recon backpack,hunting & shooting,Fan Shop,99.0,http://images.acmesports.sports/The+North+Face+Women%27s+Recon+Backpack,8356.0,1950.0,Sep,22.0
lawn mower,garden,Outdoors,532.5800171,http://images.acmesports.sports/Lawn+mower,0.0,0.0,,
nike dri-fit crew sock 6 pack,hockey,Fitness,22.0,http://images.acmesports.sports/Nike+Dri-FIT+Crew+Sock+6+Pack,6160.0,1695.0,Sep,21.0
nike women's legend v-neck t-shirt,hockey,Fitness,25.0,http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt,0.0,0.0,,
garmin approach s4 golf gps watch,kids' golf clubs,Outdoors,299.9899902,http://images.acmesports.sports/Garmin+Approach+S4+Golf+GPS+Watch,1190.0,562.0,Sep,19.0
insta-bed neverflat air mattress,hunting & shooting,Fan Shop,149.9900055,http://images.acmesports.sports/insta-bed+Neverflat+Air+Mattress,7289.0,1863.0,Sep,21.0
nike men's kobe ix elite low basketball shoe,shop by sport,Golf,199.9900055,http://images.acmesports.sports/Nike+Men%27s+Kobe+IX+Elite+Low+Basketball+Shoe,0.0,0.0,,
adult dog supplies,pet supplies,Pet Shop,84.40000153,http://images.acmesports.sports/Adult+dog+supplies,0.0,0.0,,
first aid kit,health and beauty,Health and Beauty ,293.0400085,http://images.acmesports.sports/First+aid+kit,0.0,0.0,,
garmin approach s3 golf gps watch,trade-in,Outdoors,249.9900055,http://images.acmesports.sports/Garmin+Approach+S3+Golf+GPS+Watch,2224.0,954.0,Sep,22.0
rock music,music,Discs Shop,260.6499939,http://images.acmesports.sports/Rock+music,0.0,0.0,,
fighting video games,video games,Discs Shop,39.75,http://images.acmesports.sports/Fighting+video+games,0.0,0.0,,
fitbit the one wireless activity & sleep trac,kids' golf clubs,Outdoors,99.94999695,http://images.acmesports.sports/Fitbit+The+One+Wireless+Activity+%26+Sleep+Tracker,807.0,413.0,Sep,19.0
stiga master series st3100 competition indoor,hockey,Fitness,329.9899902,http://images.acmesports.sports/Stiga+Master+Series+ST3100+Competition+Indoor+Table+Tennis...,7497.0,1876.0,Sep,20.0
diamondback girls' clarity 24 hybrid bike 201,basketball,Fitness,299.9899902,http://images.acmesports.sports/Diamondback+Girls%27+Clarity+24+Hybrid+Bike+2014,0.0,0.0,,
adidas brazuca 2014 official match ball,baseball & softball,Fitness,159.9900055,http://images.acmesports.sports/adidas+Brazuca+2014+Official+Match+Ball,0.0,0.0,,
golfbuddy vt3 gps watch,kids' golf clubs,Outdoors,199.9900055,http://images.acmesports.sports/GolfBuddy+VT3+GPS+Watch,0.0,0.0,,
bushnell pro x7 jolt slope rangefinder,kids' golf clubs,Outdoors,599.9899902,http://images.acmesports.sports/Bushnell+Pro+X7+Jolt+Slope+Rangefinder,929.0,429.0,Sep,22.0
yakima doubledown ace hitch mount 4-bike rack,strength training,Footwear,189.0,http://images.acmesports.sports/Yakima+DoubleDown+Ace+Hitch+Mount+4-Bike+Rack,6770.0,1817.0,Sep,21.0
nike men's fingertrap max training shoe,soccer,Fitness,124.9899979,http://images.acmesports.sports/Nike+Men%27s+Fingertrap+Max+Training+Shoe,12271.0,2265.0,Sep,22.0
bowflex selecttech 1090 dumbbells,fitness accessories,Footwear,599.9899902,http://images.acmesports.sports/Bowflex+SelectTech+1090+Dumbbells,0.0,0.0,,
sole e35 elliptical,strength training,Footwear,1999.98999,http://images.acmesports.sports/SOLE+E35+Elliptical,5709.0,1707.0,Sep,21.0
hirzl women's hybrid golf glove,golf balls,Outdoors,14.98999977,http://images.acmesports.sports/Hirzl+Women%27s+Hybrid+Golf+Glove,0.0,0.0,,
hirzl men's hybrid golf glove,golf balls,Outdoors,14.98999977,http://images.acmesports.sports/Hirzl+Men%27s+Hybrid+Golf+Glove,1689.0,763.0,Sep,20.0
taylormade 2014 purelite stand bag,golf gloves,Outdoors,179.9900055,http://images.acmesports.sports/TaylorMade+2014+Purelite+Stand+Bag,0.0,0.0,,
bag boy beverage holder,golf gloves,Outdoors,24.98999977,http://images.acmesports.sports/Bag+Boy+Beverage+Holder,1048.0,504.0,Sep,22.0
bag boy m330 push cart,golf gloves,Outdoors,79.98999786,http://images.acmesports.sports/Bag+Boy+M330+Push+Cart,1015.0,487.0,Sep,15.0
clicgear 8.0 shoe brush,golf gloves,Outdoors,9.989999771,http://images.acmesports.sports/Clicgear+8.0+Shoe+Brush,1482.0,656.0,Sep,21.0
titleist small wheeled travel cover,golf gloves,Outdoors,249.9900055,http://images.acmesports.sports/Titleist+Small+Wheeled+Travel+Cover,0.0,0.0,,
clicgear rovic cooler bag,golf gloves,Outdoors,39.99000168,http://images.acmesports.sports/Clicgear+Rovic+Cooler+Bag,1190.0,537.0,Sep,22.0
titleist club glove travel cover,golf gloves,Outdoors,299.9899902,http://images.acmesports.sports/Titleist+Club+Glove+Travel+Cover,1732.0,752.0,Sep,22.0
ogio race golf shoes,golf bags & carts,Outdoors,169.9900055,http://images.acmesports.sports/Ogio+Race+Golf+Shoes,7438.0,1846.0,Sep,20.0
lija women's argyle golf polo,golf shoes,Outdoors,80.0,http://images.acmesports.sports/LIJA+Women%27s+Argyle+Golf+Polo,0.0,0.0,,
lija women's eyelet sleeveless golf polo,golf shoes,Outdoors,65.0,http://images.acmesports.sports/LIJA+Women%27s+Eyelet+Sleeveless+Golf+Polo,2482.0,978.0,Sep,12.0
lija women's button golf dress,golf shoes,Outdoors,108.0,http://images.acmesports.sports/LIJA+Women%27s+Button+Golf+Dress,2646.0,1047.0,Sep,23.0
lija women's mid-length panel golf shorts,golf shoes,Outdoors,100.0,http://images.acmesports.sports/LIJA+Women%27s+Mid-Length+Panel+Golf+Shorts,2604.0,1010.0,Sep,21.0
taylormade women's rbz sl rescue,golf apparel,Outdoors,129.9900055,http://images.acmesports.sports/TaylorMade+Women%27s+RBZ+SL+Rescue,0.0,0.0,,
cleveland golf women's 588 rtx cb satin chrom,golf apparel,Outdoors,119.9899979,http://images.acmesports.sports/Cleveland+Golf+Women%27s+588+RTX+CB+Satin+Chrome+Wedge,3728.0,1282.0,Sep,20.0
top flite women's 2014 xl hybrid,golf apparel,Outdoors,19.98999977,http://images.acmesports.sports/Top+Flite+Women%27s+2014+XL+Hybrid,0.0,0.0,,
mdgolf pittsburgh penguins putter,women's golf clubs,Outdoors,79.98999786,http://images.acmesports.sports/MDGolf+Pittsburgh+Penguins+Putter,3850.0,1350.0,Sep,20.0
taylormade white smoke in-12 putter,women's golf clubs,Outdoors,99.98999786,http://images.acmesports.sports/TaylorMade+White+Smoke+IN-12+Putter,0.0,0.0,,
cleveland golf collegiate my custom wedge 588,women's golf clubs,Outdoors,209.9900055,http://images.acmesports.sports/Cleveland+Golf+Collegiate+My+Custom+Wedge+588+RTX+Forged...,3932.0,1328.0,Sep,19.0
merrell men's all out flash trail running sho,men's golf clubs,Outdoors,109.9899979,http://images.acmesports.sports/Merrell+Men%27s+All+Out+Flash+Trail+Running+Shoe,1706.0,753.0,Sep,13.0
merrell women's grassbow sport waterproof hik,men's golf clubs,Outdoors,129.9900055,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Waterproof+Hiking+Shoe,0.0,0.0,,
merrell women's siren mid waterproof hiking b,men's golf clubs,Outdoors,134.9900055,http://images.acmesports.sports/Merrell+Women%27s+Siren+Mid+Waterproof+Hiking+Boot,2102.0,878.0,Sep,21.0
merrell women's grassbow sport hiking shoe,men's golf clubs,Outdoors,99.98999786,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Hiking+Shoe,2156.0,934.0,Sep,22.0
toys,toys,Fan Shop,11.53999996,http://images.acmesports.sports/Toys ,0.0,0.0,,
pelican sunstream 100 kayak,water sports,Fan Shop,199.9900055,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,16186.0,2449.0,Sep,21.0
pelican maverick 100x kayak,water sports,Fan Shop,349.9899902,http://images.acmesports.sports/Pelican+Maverick+100X+Kayak,0.0,0.0,,
o'brien men's neoprene life vest,indoor/outdoor games,Fan Shop,49.97999954,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,16194.0,2409.0,Sep,20.0
