customer_id,order_id
7446,55336
11455,53810
5364,59301
259,8410
11290,8123
8517,60567
7701,2203
7407,3527
5965,2428
8677,55174
10093,57032
12119,10113
8274,52250
2291,8906
11310,1386
155,59226
4998,8847
7720,57929
3099,53505
5011,55636
2643,57128
9501,8728
9760,1105
11793,1797
7273,1634
5301,53576
12119,10113
3329,6176
9429,60460
8677,580
437,56244
2538,6522
4280,58298
2813,3625
4249,52321
9697,58896
6306,5919
27,52772
5274,9063
11273,61419
6306,5919
9495,27742
4841,24453
9803,31145
8422,30802
7391,25875
11426,30589
11664,20931
5339,45646
3204,29731
4438,42777
5243,23886
5089,43561
6073,47846
8992,21192
6466,23156
1962,22811
11438,25418
9524,47092
2078,42658
2464,23494
11426,27316
11664,20931
3770,27555
1306,28657
10811,47011
6073,47846
12033,21973
9248,50226
2214,44617
6738,21196
5074,21193
9148,26073
3497,44425
10066,49570
4248,42099
6473,47731
12288,46062
7764,44938
11720,50688
3935,49445
8792,47938
10416,45249
424,41874
10031,41572
12288,46062
10819,41785
5418,42971
7272,44677
5329,43266
11720,50688
7810,47917
3624,48901
7331,44265
125,41590
9419,45987
1250,44452
7683,49218
2728,47840
4612,47493
9419,45987
125,41590
12019,64274
10549,13298
4909,62786
5854,13939
3066,46864
11431,16590
9906,62840
2048,66959
3071,63220
11065,19642
394,65439
9906,62840
5707,17363
10549,13298
2682,18237
467,66958
10577,66764
10577,66764
3471,48193
3535,15231
11715,10451
9814,10459
4848,64222
569,63907
5749,19178
4460,67046
6506,65312
6050,16436
3246,11822
2364,19528
12216,49763
4460,16013
11388,17347
7521,19496
1628,62789
7222,11674
5929,67866
6123,13599
587,10384
1240,63115
8806,63516
341,62086
3064,62817
10614,10856
10563,14685
11002,66229
11486,14924
1759,49839
10659,12393
8899,65898
3315,64599
10051,65370
6402,19732
4021,67549
4021,67549
5929,67866
4195,67275
7464,46863
11592,62306
11715,10451
10831,18213
7586,16863
8551,24764
5270,21522
7163,26670
9163,21971
20402,76849
4807,27357
88,29283
7697,30724
18007,74454
8720,24558
1718,24230
7795,26821
12100,23211
11979,21868
150,47009
3905,42271
8552,50628
8551,24764
12038,21907
15995,72442
4807,27357
10291,21966
1293,31169
6961,21906
16013,72460
7931,26861
20545,76992
7454,22792
12038,24438
4618,27957
7795,26821
11979,21868
1695,47899
11286,27918
4357,22900
3029,30997
9769,26183
3567,24314
5582,21267
1293,31169
6855,30712
10026,27207
20400,76847
6961,21906
6956,21407
10082,25050
12038,24438
1839,23807
10155,21349
1098,22224
3172,49806
5536,47044
11372,41676
4005,49598
11632,42130
10891,26036
11924,29746
4813,27457
11801,21309
6156,23267
1763,23706
6721,27729
12205,30519
5582,21267
10790,30658
11922,30323
6855,30712
10438,30044
17747,74194
16011,72458
10082,25050
18004,74451
8,22297
3275,24552
9023,44706
8643,48950
11797,47600
5536,47044
4062,43257
6897,49888
11632,42130
11892,24752
6763,24548
17459,73906
6721,27729
8622,28355
241,23456
17746,74193
822,50466
6376,50377
9557,61855
11397,67415
6999,66794
10534,17467
6815,16419
2269,65249
10708,17449
9119,63803
9500,16969
9910,16369
5036,66702
2698,10584
6220,17368
1555,20291
6947,14384
442,64066
9671,67292
5283,65855
3364,64531
2170,19168
11348,16299
10224,17228
7006,68289
7363,47509
1595,17211
7492,64894
9821,67818
5246,16218
558,11391
1063,17386
2610,11968
3964,46305
5246,16218
3868,19973
3961,15787
1261,11378
9341,62260
2550,11083
12045,65174
2719,44442
7924,42783
3206,64677
11945,66219
3141,44816
4596,47002
3942,10502
8065,63843
6758,62237
4842,13907
581,63576
4563,18448
9096,17524
9813,19333
4612,64150
2492,64920
1445,16378
7327,67331
8701,67037
7783,63349
5621,19309
5767,49936
430,11749
5767,49936
10132,16767
7586,61664
12350,63512
2256,17726
6758,12540
1045,14100
5939,16098
9371,14660
7492,41718
11536,64500
10129,10586
7905,45291
8674,15459
1902,16093
2698,10584
1408,61596
10549,68374
9172,50588
3659,42087
10827,13528
9146,18135
20,15199
8391,68369
7492,46859
11510,63992
9500,16969
10821,18120
4727,14544
10647,13991
7141,906
6172,5479
2741,51396
1180,10116
6875,1756
10864,10014
242,1991
9002,52533
9002,52533
9145,2332
7887,10276
2817,2911
2013,53568
2013,53568
5920,25688
5674,48954
5920,25688
11012,47743
6508,45339
8995,43521
9507,22468
11056,29880
10558,21197
6707,22261
4029,24853
2189,23585
1865,30963
9345,24118
9356,42287
10558,21197
5821,21697
532,21691
8977,23878
4117,30214
3985,29871
6707,22261
3586,20594
9001,29107
10678,21698
1664,20918
11882,29959
4808,45126
10201,26871
2292,23751
11675,22612
1144,29862
640,20755
8612,30267
4402,31211
3815,27007
10834,46073
3815,27007
640,20755
9345,24118
532,21691
3554,26510
10219,43468
10219,43468
11730,31000
4756,22988
7229,29993
7963,28568
11730,31000
4464,20773
5429,43640
1383,23967
3153,21016
11357,27005
4700,25606
1975,30335
6187,29270
12205,31269
4862,24820
6180,25847
11977,42154
10126,45036
1880,45863
8747,20929
11252,23464
5598,44316
1067,27647
8681,24878
10884,42152
8850,46401
8747,20929
5316,48844
5821,22481
1801,30713
4627,31018
11357,27005
19349,75796
19348,75795
19347,75794
19346,75793
19345,75792
19344,75791
19343,75790
19342,75789
19341,75788
19340,75787
19339,75786
19338,75785
19337,75784
19336,75783
19335,75782
19334,75781
19333,75780
19332,75779
19331,75778
19330,75777
19329,75776
19328,75775
19327,75774
19326,75773
19325,75772
19324,75771
19323,75770
19322,75769
19321,75768
19320,75767
19319,75766
19318,75765
19317,75764
19316,75763
19315,75762
19314,75761
19313,75760
19312,75759
19311,75758
19310,75757
19309,75756
19308,75755
19307,75754
19306,75753
19305,75752
19304,75751
19303,75750
19302,75749
19301,75748
19300,75747
19299,75746
19298,75745
19297,75744
19296,75743
19295,75742
19294,75741
19293,75740
19292,75739
19291,75738
19290,75737
19289,75736
19288,75735
19287,75734
19286,75733
19285,75732
19284,75731
19283,75730
19282,75729
16774,73221
16773,73220
16772,73219
16771,73218
16770,73217
16769,73216
16768,73215
16767,73214
16766,73213
16765,73212
16764,73211
16763,73210
16762,73209
16761,73208
16760,73207
16759,73206
16758,73205
16757,73204
16756,73203
16755,73202
16754,73201
16753,73200
16752,73199
16751,73198
16750,73197
16749,73196
16748,73195
16747,73194
16746,73193
16745,73192
16744,73191
16743,73190
16742,73189
16741,73188
16740,73187
16739,73186
16738,73185
16737,73184
16736,73183
16735,73182
16734,73181
16733,73180
16732,73179
16731,73178
16730,73177
16729,73176
16728,73175
16727,73174
16726,73173
16725,73172
16724,73171
16723,73170
16722,73169
16721,73168
16720,73167
16719,73166
16718,73165
16717,73164
16716,73163
16715,73162
16714,73161
16713,73160
16712,73159
16711,73158
16710,73157
16709,73156
16708,73155
16707,73154
16706,73153
16705,73152
16704,73151
16703,73150
16702,73149
16701,73148
16700,73147
16699,73146
16698,73145
16697,73144
16696,73143
16695,73142
16694,73141
16693,73140
16692,73139
16691,73138
16690,73137
16689,73136
16688,73135
16687,73134
16686,73133
16685,73132
16684,73131
16683,73130
16682,73129
16681,73128
16680,73127
16679,73126
16678,73125
16677,73124
16676,73123
16675,73122
16674,73121
16673,73120
16672,73119
16671,73118
16670,73117
16669,73116
16668,73115
16667,73114
16666,73113
16665,73112
16664,73111
16663,73110
16662,73109
16661,73108
16660,73107
16659,73106
16658,73105
16657,73104
16656,73103
16655,73102
16654,73101
16653,73100
16652,73099
16651,73098
16650,73097
10759,6783
10041,4135
10041,4135
8541,56973
8707,5895
6268,56357
6636,6326
7468,3975
10588,8163
376,53413
5007,53202
6280,3987
1989,8578
633,55906
146,10164
10166,58239
7468,3975
8986,54128
8986,54128
2339,5042
9272,51298
639,31115
6489,27099
9704,22924
7955,45772
5564,31239
10013,28193
12223,30921
4497,20529
5728,24661
5728,24661
1575,31697
5820,37276
8608,37180
3104,40645
47,34631
7060,31905
6408,46951
2431,46725
6497,45198
9011,45418
6497,45198
716,42920
7393,44485
3405,50213
3150,48622
7687,49172
2324,46907
7393,44485
4594,44027
1171,43976
2851,41404
2431,46725
223,41442
9189,41640
6827,50000
6944,47908
7393,44485
2924,41322
3546,50419
9082,50364
716,42920
6944,47908
2324,46907
11782,42712
8511,51110
2851,41404
7393,44485
9011,45418
9011,45418
14170,70617
10366,64559
10366,64559
5576,64775
412,67147
8697,11338
8697,11338
12713,69160
13383,69830
14684,71131
13112,69559
13238,69685
13236,69683
13394,69841
14531,70978
13031,69478
13264,69711
14299,70746
13029,69476
13496,69943
13370,69817
13208,69655
14297,70744
1673,67718
450,62545
3605,65704
6980,46064
2927,10764
6980,67322
9876,17506
2240,63190
11784,20152
450,62545
5447,16499
9854,44721
8380,17755
5456,17055
6405,68546
13933,70380
14717,71164
10679,19035
10492,17829
13986,70433
376,20250
11288,61940
127,12300
5256,18901
9818,12218
6980,67322
5447,16499
4354,42821
376,20250
7060,17415
11848,17119
127,12300
4631,12108
12432,17889
5447,16499
11327,63120
7576,12845
9091,12778
4631,12108
4366,15437
5382,63758
6746,16111
11327,63120
10057,13263
6611,63320
9091,12778
10013,68645
10863,17766
6746,16111
10208,11655
19,45390
4366,11494
14748,71195
6426,65866
6411,20106
10121,64053
13639,70086
3738,13058
1294,67628
12117,67082
823,11643
6316,62971
12117,67082
11288,61940
10121,64053
8380,17755
823,11643
2927,10764
10121,64053
9349,15835
10013,68645
11423,18133
11395,19618
9876,17506
11034,10595
4238,48098
14742,71189
471,62342
5367,16081
10992,16864
2881,19497
2379,12354
7531,47369
6980,46064
10992,16864
6233,18235
11153,66035
8517,43032
5091,17582
6255,62603
1399,15746
9251,63094
12370,11681
11153,66035
13702,70149
13990,70437
1516,67158
7158,19550
1948,16966
9556,10580
275,16228
6010,14250
13665,70112
785,63398
13611,70058
7158,19550
10603,66289
870,62845
2363,65487
609,63660
951,19665
2686,13614
7177,47321
7132,20234
8524,65109
2574,63303
9699,19583
1785,10317
4114,66766
11361,11038
2590,67968
6428,18950
4293,17465
5480,11427
6320,12415
10308,62795
3311,19213
9265,18156
8293,47758
9,12828
1158,67034
3972,67786
4047,16617
11604,64705
4186,66758
6428,18950
1851,15751
1459,17878
1275,18593
11466,11251
482,67845
7357,12224
468,44388
951,19665
1222,18009
5113,62117
4033,19555
7367,18692
9556,10580
6010,14250
3311,19213
2123,64362
9957,17770
11887,14651
9962,68220
1222,18009
11189,17909
11887,14651
9726,13343
11900,15845
2574,63303
11887,14651
1948,16966
3012,14965
6477,48141
8293,47758
6365,17810
4838,18857
2078,16953
1948,16966
9857,14960
5091,17582
6320,10961
9857,14960
5091,17582
9265,18156
12415,17877
2152,20246
2918,15421
1596,10444
899,15884
3972,67786
1186,15599
4279,20072
4337,18343
8302,18387
548,16998
8098,14730
5898,65105
7003,62193
3784,15673
387,19610
5120,64292
7132,20234
8103,11513
328,11076
11225,49507
387,19610
11887,14651
328,11076
11225,49507
9628,63107
4279,20072
7158,19550
10928,14193
12610,69057
12549,68996
12530,68977
12723,69170
15070,71517
15086,71533
15068,71515
15026,71473
15024,71471
12838,69285
12855,69302
15003,71450
14591,71038
14348,70795
4943,12264
1900,61983
5670,16555
1464,19840
4033,62003
5292,19544
14768,71215
10327,19885
10070,19126
8302,15749
1900,61983
8760,17999
3975,64163
2907,15784
509,61647
882,12867
13832,70279
10099,18736
1146,62072
10099,18736
12005,15530
870,19501
1461,11110
11674,68084
11597,11152
882,12867
1928,14612
5292,19544
6388,19131
1461,11110
10070,19126
10070,19126
5670,16555
10099,18736
12005,15530
12005,15530
10327,19885
9918,56317
6517,52407
468,8455
468,8455
8398,10253
8360,53816
8103,1077
3125,56037
468,8455
4899,7884
7586,16863
5326,66868
494,68330
4563,18001
341,16464
928,10869
11065,17490
11065,17490
5687,61888
4960,68871
7762,65141
10316,11882
4306,17984
4161,66519
6034,65453
9247,11107
4195,67275
5929,16877
960,65048
10831,18213
9989,19442
10165,13217
8245,19116
7465,13215
1107,13943
2284,15443
636,62523
5584,67079
12255,65901
3340,19800
1576,64692
9640,10676
8899,65898
9663,13790
1759,49839
9821,14957
9814,10459
9867,19024
9220,17683
3921,15078
1564,49878
9814,10459
6050,16436
7231,67066
9008,65430
5158,67246
2465,46677
1902,16107
5158,11305
3138,15228
777,16852
2947,64892
4839,47199
1443,15042
1449,62527
3914,62197
134,11745
4896,19702
3471,68428
3444,64065
6005,61612
12332,64612
6049,66458
12286,65015
4552,61997
4896,19702
4717,11554
4215,45750
8115,61826
8853,11529
8196,64054
11686,14474
8712,67988
8470,11948
1902,16107
7504,15380
9608,10814
11760,14179
1996,15819
8703,13179
11078,68700
7766,17814
2717,18926
9324,65050
1443,15042
8188,18923
3938,66760
11700,12075
11686,19122
8148,11636
4308,63920
11700,12075
2553,63182
12416,65582
1733,68804
245,42739
7457,11558
2861,10759
6168,47429
3980,19775
8488,66887
2278,15655
10823,18019
11928,15152
11388,14363
6248,17520
4789,15979
9253,12158
10961,63170
188,11885
12332,64612
11741,12529
3971,62130
2141,65701
12280,65965
4742,50835
3559,63546
638,15524
2110,48595
11011,46306
9821,66669
11731,15487
341,66489
5977,66001
2861,10759
4839,47199
1996,15819
9459,14482
4187,15029
1015,15803
9252,11851
2975,64369
4452,63792
6652,67806
3365,18036
3369,18482
8148,11636
895,62470
12019,63377
7390,45455
2149,43964
6075,63999
5481,16557
10731,16955
7457,11558
11654,14210
6397,61848
6906,16811
6600,62419
11073,66636
1191,43551
8102,16459
7051,16075
4044,18617
235,17436
703,19540
5289,65827
3916,13521
235,17436
9600,64211
1191,43551
9107,68111
5979,62596
6906,16811
3934,15278
9426,19327
2513,17104
235,17436
10632,2887
11947,1186
9154,8488
9897,55000
11198,55201
11947,1186
1753,1383
2790,53581
1753,1383
1756,57479
10042,738
9698,56476
9154,8488
1448,24271
4438,42777
9072,22298
2569,43739
5038,24594
8422,30802
2683,27586
197,46791
7200,24176
5074,21193
12018,22044
12240,30388
10311,43576
8203,26039
3948,28441
10969,29181
10461,28827
11344,25060
10852,21624
2095,23378
6145,28249
7101,22926
10053,29286
1234,21872
10852,21624
6900,48334
8760,28866
10461,28827
7614,26054
9177,27856
346,47439
10240,24770
3767,41903
3230,26402
9531,28402
5361,23948
4565,26436
3047,27286
12319,23688
1326,45380
12319,23688
155,27530
4528,49693
4781,30111
6706,48699
3948,28441
4350,27750
5971,22379
9285,31208
7757,27689
9604,44514
2402,21837
7101,22926
1117,25942
6165,22134
1916,26827
6900,48334
2796,21941
39,28847
10311,43576
5533,26577
387,29995
6706,21312
11129,20775
8845,28017
9304,47562
3677,29490
10517,23571
10548,30924
1306,20507
7270,24650
7270,24650
7270,24650
4622,30328
1748,23302
4775,28677
7948,30728
1627,37718
1243,34977
7635,40138
7200,40776
3142,39582
8024,34284
5023,41142
9581,41287
9294,35651
9581,41287
3797,32566
11999,39300
3715,40654
2922,39551
7175,35389
967,32257
8098,49031
8098,49031
8481,32224
8205,38411
10668,48282
11380,40949
12052,31917
3915,39991
8051,44802
3249,40766
7894,36495
9197,37945
967,32257
5855,33058
3249,40766
4611,36840
1657,31302
8051,44802
9202,31738
2922,35393
9368,39081
712,40716
1222,41612
275,36298
12279,40634
2922,35393
8520,36654
3373,36636
8587,47796
288,35266
8004,34089
1507,50571
228,46744
10753,36894
2368,39241
9484,46992
7005,32277
8587,47796
3373,36636
9164,39498
10500,37182
3814,40647
4346,32462
2233,31410
7045,31957
7330,36837
2136,37675
12333,32536
9554,31336
2062,32846
2518,35083
7007,39036
11743,37493
5001,33619
6162,31797
6162,31797
4045,32594
2053,34103
4209,37048
11197,36344
9554,31336
10610,46495
10046,50236
13443,69890
3636,48329
1001,18160
1001,18160
5082,18154
934,10394
10735,20029
6346,66423
12128,15338
14745,71192
11507,17279
11365,64951
2860,16477
2860,16477
614,14003
2860,16477
3433,18763
8502,14621
12128,15338
9210,15369
13575,70022
4744,15480
6735,64765
6735,64765
614,14003
6524,63141
2792,66665
5209,17834
5518,68647
9955,18247
10672,20047
2129,61825
1450,14774
2289,15376
9555,43578
323,67387
1063,17386
3046,12235
10307,67114
2630,42112
5268,62463
8802,67702
3544,62713
6011,11025
2630,42112
9662,63712
3370,14178
12245,67458
1562,65506
1508,43441
7523,46523
5671,16233
7748,17952
11431,13152
4794,10658
971,49875
3420,65022
7518,16850
2742,65162
7803,15576
3939,64037
8118,17267
4561,16155
3961,62692
12218,61913
3146,49674
11397,67415
9005,18181
775,68284
1622,15202
8860,66400
2170,19168
6948,20124
2497,49190
10118,64495
137,12442
2716,64533
3226,62854
4794,10658
173,62161
10869,17907
2495,17563
9008,19889
6948,20124
4064,15664
3788,16083
10560,10614
2387,66078
336,20112
2495,17563
6936,14910
5326,43912
7924,42783
4064,15664
5839,43772
6366,16466
7052,12291
6776,48430
10385,13479
4648,18140
7288,67264
3420,65022
5048,16682
6776,48430
8638,63947
11658,19057
10129,10586
4164,62884
7783,18838
4896,44758
6776,48430
7945,62135
3046,12235
1622,15202
7567,13067
12066,10865
7554,67881
7390,19782
9381,14977
9154,68186
9910,16369
5606,19389
4323,10804
12000,65591
5360,17400
2037,43670
10116,19989
1445,16378
8488,63969
2269,65249
10043,15438
8340,10348
2786,13413
6295,13213
3340,17361
3749,17724
10079,19030
4174,10892
6056,11414
11212,65190
7216,15403
6064,67168
12235,15929
12072,65976
3932,62287
1555,20291
8294,44084
3749,17724
10079,19030
8391,15856
7518,16850
6143,14303
874,13176
6947,14384
7612,20076
2133,18260
7363,47509
4079,45134
8854,50667
6758,12540
2398,17369
9555,11451
6524,68791
7612,20076
7439,17992
7567,13067
9174,13892
11641,16042
7326,47094
4908,18973
8202,16615
2041,42105
10425,10697
1249,18069
2495,17563
4524,18016
386,14241
8712,14350
8712,14350
9585,43653
3758,62657
8853,18034
5408,17002
12095,43853
8435,64456
5402,12852
507,16497
11840,18458
9675,16437
355,14953
6005,15379
7926,64091
8283,16797
1335,44152
12309,68520
4543,10496
7288,63567
5625,10634
355,14953
5492,44334
1335,44152
1097,14636
9201,51289
10681,62670
6064,12023
7018,63956
8720,41667
7022,22052
1002,24392
10291,24966
20722,77169
6897,49888
6213,42844
6763,24548
8290,23701
8622,28355
5222,22499
15955,72402
3567,46170
18020,74467
18002,74449
14,26976
11706,24787
7437,22200
3603,25907
1131,27828
4657,46906
4005,26364
3121,28224
18521,74968
1615,24750
5598,26800
17349,73796
18323,74770
940,48035
17947,74394
10087,22638
4435,29587
1131,27828
167,25151
5185,46447
5689,43577
2752,27663
3122,23196
5033,24953
11930,27478
18322,74769
15971,72418
5282,23689
7540,29312
8279,25713
3695,24619
9875,43613
4811,45769
4226,27888
629,21338
3017,27823
11447,44456
6557,25401
8927,30546
8478,30511
17347,73794
20664,77111
18519,74966
1849,25710
9539,28439
6101,21839
20592,77039
345,50255
1747,45537
17687,74134
11693,22482
6557,25401
5200,28162
20699,77146
1664,30835
9573,30310
8314,29837
730,30989
8204,29923
20663,77110
10148,26792
9800,49782
1098,22224
18392,74839
12007,27776
9181,27565
11372,41676
6422,42828
9858,42337
11447,44456
351,29926
95,27928
11725,28491
8275,25795
1415,26320
11462,51133
6376,50377
4688,27032
4825,49299
10800,27897
11922,30323
10071,30085
8720,41667
95,27928
1244,25223
8676,22196
10071,30085
11056,26543
11063,43638
10510,25219
12169,46882
9769,26183
11828,30842
2919,21380
9875,43613
5222,22499
7036,27848
8264,41388
2035,26720
4642,28959
7675,31133
8279,25713
12054,44179
5208,50406
673,25085
1131,27828
4758,22374
8622,28355
11217,28835
9902,44686
4157,21186
222,29231
11973,28889
351,29926
10790,30658
12007,27776
1169,24992
8556,27399
1118,26876
5185,46447
8714,25273
8678,26369
5511,49402
8275,25795
7306,25306
15539,71986
5282,23689
10172,28155
15447,71894
6635,23951
15500,71947
15374,71821
15660,72107
15498,71945
15606,72053
15426,71873
18659,75106
10071,30085
15497,71944
15569,72016
5429,23184
6422,42828
15675,72122
15458,71905
15457,71904
15367,71814
10008,20787
15475,71922
8264,41388
4200,20689
11063,43638
15490,71937
15364,71811
3993,24997
3148,50882
15489,71936
9514,30872
18669,75116
