order_id,Order Region
34506,West of USA 
33607,West of USA 
32617,East of USA
37496,US Center 
32617,East of USA
49075,Canada
33824,US Center 
49075,Canada
41623,Canada
39271,East of USA
38598,US Center 
37845,US Center 
42331,East Africa
41345,North Africa
51168,West Africa
51168,West Africa
43599,North Africa
41901,West Africa
42751,East Africa
45088,North Africa
50489,North Africa
44409,West Africa
42101,North Africa
50424,North Africa
49825,West Africa
41294,North Africa
42023,West Africa
47774,North Africa
41827,Southern Africa
47193,North Africa
42626,North Africa
46199,West Africa
48468,West Africa
51009,East Africa
46229,Southern Africa
42882,East Africa
46827,East Africa
48684,East Africa
48684,East Africa
46416,North Africa
47343,Southern Africa
41686,West Asia
41896,West Asia
28168,Oceania
24992,Oceania
30851,Oceania
25074,Oceania
76870,Oceania
25163,South Asia
28036,South Asia
22679,Southeast Asia
23610,Southeast Asia
42828,West Asia
41896,West Asia
48713,West Asia
45668,West Asia
74796,Eastern Asia
27918,Eastern Asia
30097,Oceania
30966,Oceania
30063,Oceania
22019,South Asia
24230,Southeast Asia
48713,West Asia
42353,West Asia
45668,West Asia
42134,Central Asia
21522,Eastern Asia
23767,Eastern Asia
25433,Eastern Asia
73893,Eastern Asia
30085,Oceania
30172,Oceania
27478,Oceania
76976,Oceania
24063,South Asia
51209,South Asia
73839,South Asia
74723,Southeast Asia
26821,Southeast Asia
77102,Southeast Asia
41608,West Asia
47009,West Asia
49916,Central Asia
29746,Eastern Asia
72533,Eastern Asia
48608,West Africa
45506,West Africa
45027,West Africa
46308,Central Africa
43685,West Africa
41893,Central Africa
46339,Central Africa
46667,West Africa
47647,East Africa
48565,East Africa
43889,West Africa
45138,Central Africa
44160,Central Africa
49214,West Africa
41825,Southern Africa
44504,West Africa
44496,East Africa
45559,West Africa
44074,West Africa
49857,North Africa
41786,North Africa
48042,West Africa
44301,North Africa
41591,East Africa
44981,North Africa
41545,Southern Africa
49910,Southern Africa
19590,Western Europe
43650,Eastern Europe
15202,Western Europe
15462,Southern Europe
15155,Western Europe
64451,Western Europe
67028,Western Europe
62336,Western Europe
11334,Western Europe
62885,Southern Europe
66998,Southern Europe
47002,Eastern Europe
63445,Southern Europe
67566,Western Europe
18884,Western Europe
18845,Southern Europe
66854,Northern Europe
46955,Eastern Europe
55002,Central America
60445,South America
53586,Central America
56618,Central America
51865,South America
2937,South America
54446,South America
58623,Central America
7411,South America
5348,Central America
59742,Caribbean
59498,Central America
3459,Caribbean
8470,Central America
53455,South America
2014,Central America
55899,Central America
52582,Central America
56222,Central America
57829,South America
56217,Central America
5893,Central America
5528,Central America
367,South America
52353,South America
1784,South America
60317,Caribbean
6776,Central America
4487,Central America
9681,Central America
60868,Central America
53231,Central America
52601,South America
4660,South America
3539,South America
53231,Central America
54488,South America
6776,Central America
52549,Central America
60361,Central America
8470,Central America
5712,South America
9309,South America
8095,South America
75892,South Asia
75891,Eastern Asia
75890,Eastern Asia
75889,South Asia
75888,South Asia
75887,South Asia
75886,Oceania
75885,Southeast Asia
75884,Oceania
75883,Eastern Asia
75882,Eastern Asia
75881,Eastern Asia
75880,Eastern Asia
75879,South Asia
75878,South Asia
75877,Southeast Asia
75876,Southeast Asia
75875,Southeast Asia
75874,Southeast Asia
75873,South Asia
75872,South Asia
75871,South Asia
75870,South Asia
75869,South Asia
75868,Eastern Asia
75867,Southeast Asia
75866,Southeast Asia
75865,Oceania
75864,Oceania
75863,Oceania
75862,Oceania
75861,Oceania
75860,Oceania
75859,Eastern Asia
75858,Oceania
75857,Oceania
75856,Eastern Asia
75855,Southeast Asia
75854,Southeast Asia
75853,Eastern Asia
75852,South Asia
75851,Eastern Asia
75850,South Asia
75849,South Asia
75848,South Asia
75847,South Asia
75846,South Asia
75845,Southeast Asia
75844,Southeast Asia
75843,Southeast Asia
75842,Southeast Asia
75841,Southeast Asia
75840,Eastern Asia
75839,Eastern Asia
75838,Eastern Asia
75837,Southeast Asia
75836,Southeast Asia
75835,South Asia
75834,South Asia
75833,South Asia
75832,South Asia
75831,South Asia
75830,Southeast Asia
75829,Southeast Asia
75828,Southeast Asia
75827,Oceania
75826,Southeast Asia
75825,Southeast Asia
75824,South Asia
75823,South Asia
75822,South Asia
75821,South Asia
75820,Southeast Asia
75819,Southeast Asia
75818,Oceania
75817,Oceania
75816,Southeast Asia
75815,Eastern Asia
75814,Eastern Asia
75813,Southeast Asia
75812,Oceania
75811,Eastern Asia
75810,Eastern Asia
75809,Eastern Asia
75808,Eastern Asia
75807,Eastern Asia
75806,Eastern Asia
75805,Oceania
75804,Oceania
75803,Oceania
75802,Oceania
75801,South Asia
75800,South Asia
75799,Southeast Asia
75798,South Asia
75797,Eastern Asia
5895,Central America
3130,Central America
49521,West Asia
30305,Oceania
50054,West Asia
27772,Southeast Asia
47752,Eastern Asia
31296,Southeast Asia
22076,Eastern Asia
25665,Oceania
31296,Southeast Asia
22819,Oceania
27099,Oceania
28292,South Asia
39159,West of USA 
32090,West of USA 
34631,West of USA 
37669,East of USA
37669,East of USA
34773,US Center 
40085,South of  USA 
47262,Southern Africa
44771,Southern Africa
13890,Western Europe
17071,Western Europe
11321,Western Europe
64813,Northern Europe
17162,Northern Europe
12827,Western Europe
11936,Western Europe
68337,Western Europe
45746,Eastern Europe
64813,Northern Europe
13736,Northern Europe
49622,Eastern Europe
19444,Northern Europe
63936,Western Europe
49622,Eastern Europe
51911,Central America
58239,Caribbean
56678,Central America
53202,Central America
58738,Central America
56260,Central America
5042,South America
53202,Central America
55511,Central America
54128,South America
21244,Eastern Asia
47752,Eastern Asia
31239,Oceania
45772,South Asia
24661,Oceania
50054,West Asia
22924,Southeast Asia
21902,Southeast Asia
21534,Eastern Asia
45461,West Asia
24160,Oceania
39159,West of USA 
32102,West of USA 
37763,West of USA 
37867,US Center 
31905,East of USA
36269,South of  USA 
37867,US Center 
40085,South of  USA 
40085,South of  USA 
48374,Central Africa
48434,North Africa
17719,Southern Europe
15766,Southern Europe
12179,Western Europe
66275,Western Europe
13140,Western Europe
16444,Western Europe
15766,Southern Europe
65030,Western Europe
14454,Northern Europe
13736,Northern Europe
67979,Western Europe
65030,Western Europe
66275,Western Europe
65264,Western Europe
11936,Western Europe
13890,Western Europe
51226,Eastern Europe
52576,Central America
53202,Central America
67753,Western Europe
15421,Southern Europe
13225,Northern Europe
71362,Southern Europe
13232,Southern Europe
67753,Western Europe
68879,Western Europe
65487,Western Europe
65105,Western Europe
14837,Western Europe
46224,Eastern Europe
71217,Northern Europe
63972,Northern Europe
19200,Northern Europe
18009,Northern Europe
10831,Northern Europe
68107,Southern Europe
15421,Southern Europe
71271,Western Europe
68879,Western Europe
65487,Western Europe
16953,Western Europe
49664,Eastern Europe
16446,Northern Europe
10831,Northern Europe
14960,Western Europe
18005,Northern Europe
10831,Northern Europe
12804,Southern Europe
14651,Western Europe
10990,Western Europe
65609,Western Europe
17878,Western Europe
16998,Western Europe
13970,Western Europe
10990,Western Europe
13614,Western Europe
44388,Eastern Europe
13050,Northern Europe
12613,Northern Europe
66587,Southern Europe
62795,Western Europe
18950,Western Europe
19610,Southern Europe
65011,Western Europe
19380,Western Europe
65005,Northern Europe
20085,Northern Europe
18245,Northern Europe
17810,Northern Europe
19817,Southern Europe
10444,Southern Europe
64637,Northern Europe
15269,Northern Europe
14064,Northern Europe
14551,Western Europe
12698,Western Europe
47758,Eastern Europe
68220,Northern Europe
14730,Northern Europe
66411,Southern Europe
12535,Southern Europe
67712,Western Europe
18593,Northern Europe
17909,Northern Europe
16302,Northern Europe
14730,Northern Europe
13343,Northern Europe
62117,Southern Europe
62637,Southern Europe
67845,Western Europe
67712,Western Europe
11209,Western Europe
41494,Eastern Europe
18593,Northern Europe
13343,Northern Europe
62637,Southern Europe
70044,Western Europe
67753,Western Europe
16617,Western Europe
14574,Western Europe
12698,Western Europe
15599,Northern Europe
13343,Northern Europe
20072,Southern Europe
12323,Western Europe
71295,Western Europe
66351,Western Europe
12698,Western Europe
44148,Eastern Europe
53540,Central America
53069,South America
57570,Caribbean
5154,Central America
9122,South America
4427,Central America
9340,Central America
9331,Caribbean
58315,Central America
54572,Central America
51746,Caribbean
4269,Central America
61346,South America
1999,Caribbean
53576,Central America
57152,Central America
51674,South America
55336,South America
53810,South America
59301,Central America
8410,Central America
8123,Central America
60567,South America
2203,Central America
3527,Central America
2428,Central America
55174,Central America
57032,South America
10113,South America
52250,Central America
8906,Central America
1386,South America
59226,South America
8847,South America
57929,South America
53505,Central America
55636,South America
57128,Central America
8728,South America
1105,Caribbean
1797,Central America
1634,Central America
53576,Central America
10113,South America
6176,Central America
60460,Caribbean
580,Central America
56244,Caribbean
6522,South America
58298,South America
3625,Central America
52321,Caribbean
58896,Caribbean
5919,South America
52772,South America
9063,Central America
61419,South America
5919,South America
27742,South Asia
24453,Eastern Asia
31145,Oceania
30802,Oceania
25875,Eastern Asia
30589,Oceania
20931,Southeast Asia
45646,West Asia
29731,Southeast Asia
42777,West Asia
23886,Southeast Asia
43561,South Asia
47846,West Asia
21192,South Asia
23156,Southeast Asia
22811,Eastern Asia
25418,Oceania
47092,West Asia
42658,West Asia
23494,South Asia
27316,Eastern Asia
20931,Southeast Asia
27555,Southeast Asia
28657,Oceania
47011,West Asia
47846,West Asia
21973,Eastern Asia
50226,West Asia
44617,West Asia
21196,Eastern Asia
21193,Eastern Asia
26073,Southeast Asia
44425,North Africa
49570,West Africa
42099,North Africa
47731,West Africa
46062,North Africa
44938,North Africa
50688,West Africa
49445,East Africa
47938,North Africa
45249,North Africa
41874,North Africa
41572,North Africa
46062,North Africa
41785,North Africa
42971,North Africa
44677,Central Africa
43266,North Africa
50688,West Africa
47917,Central Africa
48901,East Africa
44265,Central Africa
41590,East Africa
45987,North Africa
44452,North Africa
49218,West Africa
47840,North Africa
47493,East Africa
45987,North Africa
41590,East Africa
64274,Western Europe
13298,Southern Europe
62786,Western Europe
13939,Southern Europe
46864,Eastern Europe
16590,Northern Europe
62840,Northern Europe
66959,Western Europe
63220,Western Europe
19642,Western Europe
65439,Western Europe
62840,Northern Europe
17363,Northern Europe
13298,Southern Europe
18237,Southern Europe
66958,Northern Europe
66764,Western Europe
66764,Western Europe
48193,Eastern Europe
15231,Southern Europe
10451,Western Europe
10459,Western Europe
64222,Southern Europe
63907,Southern Europe
19178,Southern Europe
67046,Western Europe
65312,Northern Europe
16436,Southern Europe
11822,Western Europe
19528,Southern Europe
49763,Eastern Europe
16013,Northern Europe
17347,Western Europe
19496,Western Europe
62789,Western Europe
11674,Western Europe
67866,Southern Europe
13599,Western Europe
10384,Northern Europe
63115,Western Europe
63516,Western Europe
62086,Northern Europe
62817,Southern Europe
10856,Northern Europe
14685,Western Europe
66229,Western Europe
14924,Western Europe
49839,Western Europe
12393,Southern Europe
65898,Western Europe
64599,Southern Europe
65370,Western Europe
19732,Southern Europe
67549,Western Europe
67549,Western Europe
67866,Southern Europe
67275,Western Europe
46863,Eastern Europe
62306,Northern Europe
10451,Western Europe
18213,Western Europe
16863,Western Europe
24764,Eastern Asia
21522,Eastern Asia
26670,Eastern Asia
21971,Eastern Asia
76849,Eastern Asia
27357,Oceania
29283,Oceania
30724,Oceania
74454,South Asia
24558,South Asia
24230,Southeast Asia
26821,Southeast Asia
23211,Southeast Asia
21868,Southeast Asia
47009,West Asia
42271,Central Asia
50628,Central Asia
24764,Eastern Asia
21907,Eastern Asia
72442,Oceania
27357,Oceania
21966,Oceania
31169,Oceania
21906,South Asia
72460,South Asia
26861,South Asia
76992,South Asia
22792,Southeast Asia
24438,Southeast Asia
27957,Southeast Asia
26821,Southeast Asia
21868,Southeast Asia
47899,West Asia
27918,Eastern Asia
22900,Oceania
30997,Oceania
26183,Oceania
24314,Oceania
21267,Oceania
31169,Oceania
30712,Oceania
27207,Oceania
76847,Oceania
21906,South Asia
21407,South Asia
25050,South Asia
24438,Southeast Asia
23807,Southeast Asia
21349,Southeast Asia
22224,Southeast Asia
49806,West Asia
47044,West Asia
41676,West Asia
49598,West Asia
42130,Central Asia
26036,Eastern Asia
29746,Eastern Asia
27457,Eastern Asia
21309,Eastern Asia
23267,Eastern Asia
23706,Oceania
27729,Oceania
30519,Oceania
21267,Oceania
30658,Oceania
30323,Oceania
30712,Oceania
30044,Oceania
74194,South Asia
72458,South Asia
25050,South Asia
74451,Southeast Asia
22297,Southeast Asia
24552,Southeast Asia
44706,West Asia
48950,West Asia
47600,West Asia
47044,West Asia
43257,West Asia
49888,West Asia
42130,Central Asia
24752,Eastern Asia
24548,Eastern Asia
73906,Eastern Asia
27729,Oceania
28355,Oceania
23456,Oceania
74193,South Asia
50466,South Asia
50377,South Asia
61855,Western Europe
67415,Northern Europe
66794,Northern Europe
17467,Northern Europe
16419,Southern Europe
65249,Western Europe
17449,Western Europe
63803,Western Europe
16969,Northern Europe
16369,Western Europe
66702,Western Europe
10584,Western Europe
17368,Western Europe
20291,Western Europe
14384,Western Europe
64066,Southern Europe
67292,Western Europe
65855,Western Europe
64531,Western Europe
19168,Western Europe
16299,Northern Europe
17228,Western Europe
68289,Western Europe
47509,Eastern Europe
17211,Northern Europe
64894,Western Europe
67818,Western Europe
16218,Southern Europe
11391,Southern Europe
17386,Southern Europe
11968,Western Europe
46305,Eastern Europe
16218,Southern Europe
19973,Western Europe
15787,Western Europe
11378,Western Europe
62260,Western Europe
11083,Western Europe
65174,Western Europe
44442,Eastern Europe
42783,Eastern Europe
64677,Southern Europe
66219,Western Europe
44816,Eastern Europe
47002,Eastern Europe
10502,Southern Europe
63843,Western Europe
62237,Western Europe
13907,Western Europe
63576,Southern Europe
18448,Southern Europe
17524,Western Europe
19333,Western Europe
64150,Northern Europe
64920,Western Europe
16378,Southern Europe
67331,Western Europe
67037,Western Europe
63349,Western Europe
19309,Western Europe
49936,Eastern Europe
11749,Southern Europe
49936,Eastern Europe
16767,Western Europe
61664,Western Europe
63512,Western Europe
17726,Southern Europe
12540,Northern Europe
14100,Northern Europe
16098,Southern Europe
14660,Southern Europe
41718,Western Europe
64500,Western Europe
10586,Western Europe
45291,Eastern Europe
15459,Southern Europe
16093,Southern Europe
10584,Western Europe
61596,Western Europe
68374,Western Europe
50588,Eastern Europe
42087,Eastern Europe
13528,Northern Europe
18135,Northern Europe
15199,Northern Europe
68369,Western Europe
46859,Eastern Europe
63992,Northern Europe
16969,Northern Europe
18120,Southern Europe
14544,Western Europe
13991,Western Europe
906,South America
5479,Caribbean
51396,Central America
10116,South America
1756,Central America
10014,South America
1991,Central America
52533,Central America
52533,Central America
2332,Central America
10276,South America
2911,South America
53568,South America
53568,South America
25688,Eastern Asia
48954,West Asia
25688,Eastern Asia
47743,West Asia
45339,West Asia
43521,Central Asia
22468,Southeast Asia
29880,Southeast Asia
21197,Oceania
22261,Southeast Asia
24853,South Asia
23585,Southeast Asia
30963,Oceania
24118,Eastern Asia
42287,South Asia
21197,Oceania
21697,Eastern Asia
21691,South Asia
23878,Oceania
30214,Oceania
29871,Southeast Asia
22261,Southeast Asia
20594,Eastern Asia
29107,Southeast Asia
21698,Eastern Asia
20918,Oceania
29959,Eastern Asia
45126,West Asia
26871,Oceania
23751,Oceania
22612,Oceania
29862,Southeast Asia
20755,Eastern Asia
30267,Eastern Asia
31211,Oceania
27007,South Asia
46073,West Asia
27007,South Asia
20755,Eastern Asia
24118,Eastern Asia
21691,South Asia
26510,Southeast Asia
43468,Eastern Asia
43468,Eastern Asia
31000,Oceania
22988,Oceania
29993,Eastern Asia
28568,Eastern Asia
31000,Oceania
20773,Southeast Asia
43640,West Asia
23967,Eastern Asia
21016,South Asia
27005,South Asia
25606,Southeast Asia
30335,Oceania
29270,South Asia
31269,Oceania
24820,South Asia
25847,South Asia
42154,West Asia
45036,South Asia
45863,Central Asia
20929,Southeast Asia
23464,Southeast Asia
44316,West Asia
27647,Eastern Asia
24878,Eastern Asia
42152,West Asia
46401,West Asia
20929,Southeast Asia
48844,Central Asia
22481,Eastern Asia
30713,Oceania
31018,Oceania
27005,South Asia
75796,Oceania
75795,Oceania
75794,Oceania
75793,Eastern Asia
75792,Eastern Asia
75791,Eastern Asia
75790,Eastern Asia
75789,Eastern Asia
75788,Eastern Asia
75787,Eastern Asia
75786,South Asia
75785,South Asia
75784,South Asia
75783,Eastern Asia
75782,Oceania
75781,Oceania
75780,Oceania
75779,Oceania
75778,Eastern Asia
75777,Southeast Asia
75776,Southeast Asia
75775,Eastern Asia
75774,Eastern Asia
75773,Southeast Asia
75772,Oceania
75771,Southeast Asia
75770,Oceania
75769,Oceania
75768,South Asia
75767,South Asia
75766,Southeast Asia
75765,Southeast Asia
75764,Eastern Asia
75763,Eastern Asia
75762,Oceania
75761,Oceania
75760,Oceania
75759,Oceania
75758,Oceania
75757,Oceania
75756,Oceania
75755,Oceania
75754,Oceania
75753,Oceania
75752,Oceania
75751,Southeast Asia
75750,Oceania
75749,Oceania
75748,Oceania
75747,South Asia
75746,Southeast Asia
75745,Eastern Asia
75744,Eastern Asia
75743,Eastern Asia
75742,Eastern Asia
75741,Oceania
75740,Oceania
75739,Oceania
75738,South Asia
75737,South Asia
75736,Oceania
75735,Oceania
75734,Eastern Asia
75733,Eastern Asia
75732,Southeast Asia
75731,Southeast Asia
75730,Southeast Asia
75729,Southeast Asia
73221,South Asia
73220,South Asia
73219,South Asia
73218,South Asia
73217,South Asia
73216,South Asia
73215,South Asia
73214,South Asia
73213,Oceania
73212,South Asia
73211,South Asia
73210,Southeast Asia
73209,Oceania
73208,Oceania
73207,Oceania
73206,South Asia
73205,Southeast Asia
73204,Southeast Asia
73203,Southeast Asia
73202,Southeast Asia
73201,Southeast Asia
73200,Southeast Asia
73199,Eastern Asia
73198,Oceania
73197,Eastern Asia
73196,South Asia
73195,South Asia
73194,Oceania
73193,Southeast Asia
73192,Southeast Asia
73191,Southeast Asia
73190,Southeast Asia
73189,Southeast Asia
73188,Southeast Asia
73187,Southeast Asia
73186,Southeast Asia
73185,Eastern Asia
73184,Southeast Asia
73183,Southeast Asia
73182,Eastern Asia
73181,Southeast Asia
73180,Southeast Asia
73179,Southeast Asia
73178,South Asia
73177,South Asia
73176,Oceania
73175,Oceania
73174,Oceania
73173,South Asia
73172,Eastern Asia
73171,Southeast Asia
73170,Southeast Asia
73169,Southeast Asia
73168,Southeast Asia
73167,Southeast Asia
73166,Southeast Asia
73165,Southeast Asia
73164,Oceania
73163,Oceania
73162,Oceania
73161,Oceania
73160,Eastern Asia
73159,Eastern Asia
73158,Southeast Asia
73157,Southeast Asia
73156,Southeast Asia
73155,Southeast Asia
73154,Southeast Asia
73153,Southeast Asia
73152,Eastern Asia
73151,Eastern Asia
73150,Southeast Asia
73149,Southeast Asia
73148,Eastern Asia
73147,Eastern Asia
73146,Southeast Asia
73145,Oceania
73144,South Asia
73143,South Asia
73142,Eastern Asia
73141,Eastern Asia
73140,Eastern Asia
73139,Southeast Asia
73138,Oceania
73137,Southeast Asia
73136,Southeast Asia
73135,Southeast Asia
73134,Southeast Asia
73133,Eastern Asia
73132,Eastern Asia
73131,Eastern Asia
73130,Southeast Asia
73129,Southeast Asia
73128,Southeast Asia
73127,Oceania
73126,Southeast Asia
73125,South Asia
73124,South Asia
73123,Oceania
73122,Oceania
73121,Southeast Asia
73120,Eastern Asia
73119,Eastern Asia
73118,Eastern Asia
73117,Eastern Asia
73116,Southeast Asia
73115,Southeast Asia
73114,Southeast Asia
73113,Southeast Asia
73112,Southeast Asia
73111,Southeast Asia
73110,Southeast Asia
73109,Southeast Asia
73108,Southeast Asia
73107,Southeast Asia
73106,South Asia
73105,South Asia
73104,Oceania
73103,Oceania
73102,South Asia
73101,Southeast Asia
73100,South Asia
73099,Oceania
73098,Oceania
73097,Oceania
6783,Central America
4135,Central America
4135,Central America
56973,South America
5895,Central America
56357,South America
6326,Central America
3975,Central America
8163,South America
53413,South America
53202,Central America
3987,Caribbean
8578,Central America
55906,Central America
10164,South America
58239,Caribbean
3975,Central America
54128,South America
54128,South America
5042,South America
51298,South America
31115,Oceania
27099,Oceania
22924,Southeast Asia
45772,South Asia
31239,Oceania
28193,Oceania
30921,Oceania
20529,South Asia
24661,Oceania
24661,Oceania
31697,US Center 
37276,US Center 
37180,West of USA 
40645,West of USA 
34631,West of USA 
31905,East of USA
46951,West Africa
46725,Central Africa
45198,Central Africa
45418,East Africa
45198,Central Africa
42920,West Africa
44485,Southern Africa
50213,West Africa
48622,Central Africa
49172,North Africa
46907,West Africa
44485,Southern Africa
44027,West Africa
43976,Southern Africa
41404,North Africa
46725,Central Africa
41442,North Africa
41640,North Africa
50000,Southern Africa
47908,West Africa
44485,Southern Africa
41322,Southern Africa
50419,East Africa
50364,West Africa
42920,West Africa
47908,West Africa
46907,West Africa
42712,East Africa
51110,East Africa
41404,North Africa
44485,Southern Africa
45418,East Africa
45418,East Africa
70617,Western Europe
64559,Southern Europe
64559,Southern Europe
64775,Northern Europe
67147,Northern Europe
11338,Western Europe
11338,Western Europe
69160,Northern Europe
69830,Northern Europe
71131,Southern Europe
69559,Northern Europe
69685,Western Europe
69683,Western Europe
69841,Western Europe
70978,Southern Europe
69478,Western Europe
69711,Western Europe
70746,Southern Europe
69476,Western Europe
69943,Western Europe
69817,Western Europe
69655,Western Europe
70744,Western Europe
67718,Northern Europe
62545,Northern Europe
65704,Western Europe
46064,Eastern Europe
10764,Western Europe
67322,Western Europe
17506,Western Europe
63190,Southern Europe
20152,Western Europe
62545,Northern Europe
16499,Western Europe
44721,Eastern Europe
17755,Southern Europe
17055,Northern Europe
68546,Southern Europe
70380,Western Europe
71164,Western Europe
19035,Western Europe
17829,Western Europe
70433,Northern Europe
20250,Northern Europe
61940,Southern Europe
12300,Southern Europe
18901,Western Europe
12218,Western Europe
67322,Western Europe
16499,Western Europe
42821,Eastern Europe
20250,Northern Europe
17415,Northern Europe
17119,Southern Europe
12300,Southern Europe
12108,Southern Europe
17889,Western Europe
16499,Western Europe
63120,Northern Europe
12845,Southern Europe
12778,Southern Europe
12108,Southern Europe
15437,Western Europe
63758,Western Europe
16111,Western Europe
63120,Northern Europe
13263,Northern Europe
63320,Southern Europe
12778,Southern Europe
68645,Western Europe
17766,Western Europe
16111,Western Europe
11655,Western Europe
45390,Northern Europe
11494,Northern Europe
71195,Western Europe
65866,Western Europe
20106,Western Europe
64053,Southern Europe
70086,Western Europe
13058,Western Europe
67628,Northern Europe
67082,Northern Europe
11643,Southern Europe
62971,Western Europe
67082,Northern Europe
61940,Southern Europe
64053,Southern Europe
17755,Southern Europe
11643,Southern Europe
10764,Western Europe
64053,Southern Europe
15835,Southern Europe
68645,Western Europe
18133,Western Europe
19618,Western Europe
17506,Western Europe
10595,Western Europe
48098,Eastern Europe
71189,Western Europe
62342,Northern Europe
16081,Northern Europe
16864,Western Europe
19497,Western Europe
12354,Western Europe
47369,Eastern Europe
46064,Eastern Europe
16864,Western Europe
18235,Western Europe
66035,Northern Europe
43032,Northern Europe
17582,Northern Europe
62603,Western Europe
15746,Western Europe
63094,Western Europe
11681,Western Europe
66035,Northern Europe
70149,Southern Europe
70437,Western Europe
67158,Western Europe
19550,Western Europe
16966,Western Europe
10580,Western Europe
16228,Northern Europe
14250,Northern Europe
70112,Southern Europe
63398,Southern Europe
70058,Western Europe
19550,Western Europe
66289,Northern Europe
62845,Western Europe
65487,Western Europe
63660,Southern Europe
19665,Northern Europe
13614,Western Europe
47321,Eastern Europe
20234,Western Europe
65109,Western Europe
63303,Western Europe
19583,Western Europe
10317,Southern Europe
66766,Western Europe
11038,Western Europe
67968,Southern Europe
18950,Western Europe
17465,Western Europe
11427,Northern Europe
12415,Western Europe
62795,Western Europe
19213,Western Europe
18156,Western Europe
47758,Eastern Europe
12828,Western Europe
67034,Northern Europe
67786,Northern Europe
16617,Western Europe
64705,Western Europe
66758,Northern Europe
18950,Western Europe
15751,Western Europe
17878,Western Europe
18593,Northern Europe
11251,Southern Europe
67845,Western Europe
12224,Western Europe
44388,Eastern Europe
19665,Northern Europe
18009,Northern Europe
62117,Southern Europe
19555,Western Europe
18692,Western Europe
10580,Western Europe
14250,Northern Europe
19213,Western Europe
64362,Southern Europe
17770,Southern Europe
14651,Western Europe
68220,Northern Europe
18009,Northern Europe
17909,Northern Europe
14651,Western Europe
13343,Northern Europe
15845,Southern Europe
63303,Western Europe
14651,Western Europe
16966,Western Europe
14965,Western Europe
48141,Eastern Europe
47758,Eastern Europe
17810,Northern Europe
18857,Southern Europe
16953,Western Europe
16966,Western Europe
14960,Western Europe
17582,Northern Europe
10961,Southern Europe
14960,Western Europe
17582,Northern Europe
18156,Western Europe
17877,Western Europe
20246,Northern Europe
15421,Southern Europe
